P0010001,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040001,P0040002,P0040003,state_x,county_x,tract_x,block_x,geoid,P0120001,P0120002,P0120003,P0120004,P0120005,P0120006,P0120007,P0120008,P0120009,P0120010,P0120011,P0120012,P0120013,P0120014,P0120015,P0120016,P0120017,P0120018,P0120019,P0120020,P0120021,P0120022,P0120023,P0120024,P0120025,P0120026,P0120027,P0120028,P0120029,P0120030,P0120031,P0120032,P0120033,P0120034,P0120035,P0120036,P0120037,P0120038,P0120039,P0120040,P0120041,P0120042,P0120043,P0120044,P0120045,P0120046,P0120047,P0120048,P0120049,state_y,county_y,tract_y,block_y,H00010001,H0030001,H0030002,H0030003,H0040001,H0040002,H0040003,H0040004,H0050001,H0050002,H0050003,H0050004,H0050005,H0050006,H0050007,H0050008,state,county,tract,block
181,181,157,4,0,16,0,1,3,181,168,13,36,47,100,1000,360470001001000,181,90,6,6,2,1,1,1,1,0,2,2,8,8,14,6,20,5,2,0,3,0,2,0,0,91,8,5,2,3,1,0,0,0,3,3,14,10,7,11,12,6,2,2,0,0,2,0,0,36,47,100,1000,88,88,87,1,87,70,11,6,1,0,0,1,0,0,0,0,36,47,100,1000
16,16,15,0,0,1,0,0,0,16,16,0,36,47,100,1001,360470001001001,16,7,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,36,47,100,1001,6,6,6,0,6,4,2,0,0,0,0,0,0,0,0,0,36,47,100,1001
31,31,26,0,0,4,0,1,0,31,31,0,36,47,100,1002,360470001001002,31,16,1,1,0,0,0,1,0,0,0,2,1,0,0,3,1,0,0,1,0,3,2,0,0,15,0,1,0,1,0,0,0,0,1,1,2,2,0,1,1,0,0,1,2,1,1,0,0,36,47,100,1002,16,16,15,1,15,9,4,2,1,0,0,0,0,0,0,1,36,47,100,1002
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1003,360470001001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1003
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1004,360470001001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1004
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1005,360470001001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1005
4,4,4,0,0,0,0,0,0,4,4,0,36,47,100,1006,360470001001006,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,47,100,1006,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,36,47,100,1006
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1007,360470001001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1007
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1008,360470001001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1008
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1009,360470001001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1009
138,138,123,6,0,5,0,2,2,138,128,10,36,47,100,1010,360470001001010,138,61,4,4,1,1,0,0,1,0,8,11,5,7,4,1,4,1,1,0,1,1,3,3,0,77,6,4,2,0,0,0,0,6,14,15,3,5,4,5,3,2,2,0,1,1,3,0,1,36,47,100,1010,63,63,60,3,60,7,5,48,3,0,1,1,0,0,0,1,36,47,100,1010
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1011,360470001001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1011
75,75,74,0,0,1,0,0,0,75,71,4,36,47,100,1012,360470001001012,75,37,4,3,0,1,2,0,0,2,3,1,3,4,1,0,4,1,1,2,3,2,0,0,0,38,1,3,2,0,0,0,0,2,3,5,3,6,2,2,3,1,0,1,1,1,0,1,1,36,47,100,1012,41,41,37,4,37,11,7,19,4,0,2,1,0,1,0,0,36,47,100,1012
135,135,115,3,4,9,0,2,2,135,128,7,36,47,100,1013,360470001001013,135,71,4,7,0,1,0,0,0,0,13,6,8,6,8,5,2,5,0,1,2,1,0,1,1,64,5,3,6,1,0,0,0,1,11,7,1,15,3,3,2,0,0,0,0,0,1,1,4,36,47,100,1013,79,79,71,8,71,16,11,44,8,6,0,0,0,1,0,1,36,47,100,1013
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1014,360470001001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,1014
198,198,171,6,0,16,0,2,3,198,188,10,36,47,100,2000,360470001002000,198,89,10,4,3,3,2,0,0,1,10,5,9,11,8,4,6,0,2,3,3,1,1,0,3,109,6,4,2,3,0,0,1,7,21,14,11,8,7,5,7,4,2,2,2,0,0,3,0,36,47,100,2000,117,117,114,3,114,6,7,101,3,3,0,0,0,0,0,0,36,47,100,2000
288,288,227,22,0,27,0,7,5,288,258,30,36,47,100,2001,360470001002001,288,152,4,5,1,0,3,4,4,15,20,13,13,9,6,9,12,4,5,1,3,6,8,3,4,136,3,2,1,2,0,1,0,1,20,13,9,7,11,10,15,3,12,4,2,8,5,3,4,36,47,100,2001,95,95,88,7,88,46,18,24,7,1,0,1,1,2,0,2,36,47,100,2001
318,318,242,47,0,7,0,21,1,318,272,46,36,47,100,2002,360470001002002,318,165,0,2,1,1,0,2,0,5,2,12,15,32,38,18,16,6,5,2,1,3,2,1,1,153,2,3,3,1,0,0,0,1,3,10,20,33,30,13,16,5,2,1,1,4,3,0,2,36,47,100,2002,15,15,10,5,10,4,2,4,5,0,0,0,0,0,0,5,36,47,100,2002
135,135,128,4,0,2,0,1,0,135,127,8,36,47,100,2003,360470001002003,135,59,7,4,1,2,1,0,0,1,2,9,7,5,7,4,3,1,0,2,0,0,3,0,0,76,7,5,7,2,1,0,0,1,11,11,10,6,3,5,2,0,0,1,1,2,1,0,0,36,47,100,2003,55,55,54,1,54,11,10,33,1,0,0,1,0,0,0,0,36,47,100,2003
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,3000,360470001003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,3000
0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,3001,360470001003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,100,3001
249,249,175,12,1,57,0,1,3,249,234,15,36,47,100,3002,360470001003002,249,117,14,5,1,2,2,0,0,0,7,12,22,13,13,7,4,5,2,2,1,3,2,0,0,132,16,6,8,3,0,2,1,2,8,20,18,10,12,4,8,1,3,2,3,3,0,0,2,36,47,100,3002,117,117,111,6,111,70,15,26,6,0,1,5,0,0,0,0,36,47,100,3002
57,57,51,0,0,3,0,0,3,57,51,6,36,47,100,3003,360470001003003,57,29,2,2,2,0,0,0,0,0,3,2,2,2,4,0,0,2,5,1,2,0,0,0,0,28,2,1,0,2,0,0,0,0,5,3,3,2,2,3,1,1,2,0,0,0,0,0,1,36,47,100,3003,24,24,23,1,23,11,4,8,1,0,0,0,0,1,0,0,36,47,100,3003
231,231,201,6,0,13,0,3,8,231,216,15,36,47,100,3004,360470001003004,231,111,6,3,2,1,0,0,0,2,13,19,12,15,10,5,7,3,2,3,2,2,2,1,1,120,4,5,4,1,0,1,2,4,23,21,15,7,8,5,7,1,4,3,1,2,1,1,0,36,47,100,3004,142,142,132,10,132,34,8,90,10,3,1,0,0,0,0,6,36,47,100,3004
232,232,187,13,0,16,0,8,8,232,218,14,36,47,100,3005,360470001003005,232,120,8,3,2,0,0,0,0,5,19,14,9,10,15,9,7,1,4,5,1,1,3,2,2,112,3,2,1,0,0,0,0,10,14,19,13,10,7,5,5,5,3,3,1,8,1,2,0,36,47,100,3005,160,160,154,6,154,9,2,143,6,6,0,0,0,0,0,0,36,47,100,3005
586,586,455,38,1,70,0,13,9,586,553,33,36,47,100,3006,360470001003006,586,296,12,12,6,4,2,1,2,18,43,35,43,22,21,22,15,7,9,1,8,8,3,1,1,290,8,10,5,3,0,0,1,26,45,43,22,34,19,12,21,8,3,4,10,4,3,5,4,36,47,100,3006,407,407,387,20,387,135,35,217,20,6,1,2,0,10,0,1,36,47,100,3006
447,447,269,116,6,17,0,12,27,447,376,71,36,47,100,4000,360470001004000,447,175,6,6,11,5,5,2,0,1,10,10,8,10,10,15,18,3,13,2,7,7,11,6,9,272,10,6,8,10,5,1,0,10,7,10,11,12,18,24,21,16,9,8,8,17,17,20,24,36,47,100,4000,251,251,242,9,242,47,113,82,9,1,0,6,0,1,0,1,36,47,100,4000
529,529,454,29,0,36,0,4,6,529,491,38,36,47,100,4001,360470001004001,529,231,17,6,0,4,2,1,0,4,9,19,27,15,13,7,13,6,7,11,12,8,17,11,22,298,14,5,1,2,2,0,0,2,8,26,28,17,10,13,18,6,23,7,13,30,18,29,26,36,47,100,4001,370,370,338,32,338,147,179,12,32,0,0,4,2,10,0,16,36,47,100,4001
488,488,322,121,3,30,0,3,9,488,461,27,36,47,100,4002,360470001004002,488,217,5,5,5,3,0,0,2,0,10,5,8,8,12,7,18,9,17,15,22,25,21,7,13,271,6,3,6,2,0,2,0,1,2,8,5,10,18,19,23,15,31,17,32,23,14,10,24,36,47,100,4002,301,301,297,4,297,73,172,52,4,0,0,0,4,0,0,0,36,47,100,4002
